Tabelle: 62231-0001
Indices of agreed earnings, weekly working hours:;;;;;;;;;
Germany, months, economic activities;;;;;;;;;
Monthly index of agreed earnings and working hours;;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;;
;;;;Index coll. agreed hourly earnings without sp.pay.;;Index coll. agreed hourly earnings with sp.pay.;;Index coll. agreed monthly earnings without sp.pay;;Index coll. agreed monthly earnings with sp.pay.;;Index of collectively agreed weekly working hours;;Average collectively agreed weekly working hours;
;;;;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;h;h
;;;March;82.6;e;79.7;e;82.6;e;79.7;e;100.0;e;39.0;e
;;;April;82.6;e;79.7;e;82.6;e;79.7;e;100.0;e;39.0;e
;;;May;82.6;e;79.7;e;82.6;e;79.7;e;100.0;e;39.0;e
;;;June;82.6;e;108.0;e;82.6;e;108.0;e;100.0;e;39.0;e
;;;July;82.6;e;79.7;e;82.6;e;79.7;e;100.0;e;39.0;e
;;;August;82.6;e;79.8;e;82.6;e;79.8;e;100.0;e;39.0;e
;;;September;82.6;e;79.8;e;82.6;e;79.8;e;100.0;e;39.0;e
;;;October;82.8;e;81.1;e;82.8;e;81.1;e;100.0;e;39.0;e
;;;November;82.8;e;88.7;e;82.8;e;88.7;e;100.0;e;39.0;e
;;;December;82.8;e;80.1;e;82.8;e;80.0;e;100.0;e;39.0;e
;;2012;January;83.7;e;80.8;e;83.7;e;80.8;e;100.0;e;39.0;e
;;;February;83.7;e;80.8;e;83.7;e;80.8;e;100.0;e;39.0;e
;;;March;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;April;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;May;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;June;84.0;e;109.4;e;84.0;e;109.4;e;100.0;e;39.0;e
;;;July;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;August;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;September;84.0;e;81.2;e;84.0;e;81.2;e;100.0;e;39.0;e
;;;October;84.0;e;82.4;e;84.0;e;82.4;e;100.0;e;39.0;e
;;;November;84.2;e;90.4;e;84.2;e;90.4;e;100.0;e;39.0;e
;;;December;84.2;e;81.4;e;84.2;e;81.4;e;100.0;e;39.0;e
;;2013;January;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;February;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;March;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;April;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;May;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;June;85.2;e;110.6;e;85.2;e;110.6;e;100.0;e;39.0;e
;;;July;85.2;e;82.3;e;85.2;e;82.3;e;100.0;e;39.0;e
;;;August;85.2;e;82.5;e;85.2;e;82.5;e;100.0;e;39.0;e
;;;September;85.2;e;82.5;e;85.2;e;82.5;e;100.0;e;39.0;e
;;;October;85.2;e;82.5;e;85.2;e;82.5;e;100.0;e;39.0;e
;;;November;85.2;e;91.7;e;85.2;e;91.7;e;100.0;e;39.0;e
;;;December;85.2;e;82.5;e;85.2;e;82.5;e;100.0;e;39.0;e
;;2014;January;86.5;e;83.5;e;86.5;e;83.5;e;100.0;e;39.0;e
;;;February;86.5;e;83.5;e;86.5;e;83.5;e;100.0;e;39.0;e
;;;March;86.5;e;83.5;e;86.5;e;83.5;e;100.0;e;39.0;e
;;;April;86.5;e;83.5;e;86.5;e;83.5;e;100.0;e;39.0;e
;;;May;86.5;e;83.5;e;86.5;e;83.5;e;100.0;e;39.0;e
;;;June;86.5;e;111.9;e;86.5;e;111.9;e;100.0;e;39.0;e
;;;July;86.8;e;85.6;e;86.8;e;85.6;e;100.0;e;39.0;e
;;;August;86.8;e;84.0;e;86.8;e;84.0;e;100.0;e;39.0;e
;;;September;86.8;e;84.0;e;86.8;e;84.0;e;100.0;e;39.0;e
;;;October;86.8;e;85.4;e;86.8;e;85.4;e;100.0;e;39.0;e
;;;November;86.8;e;93.5;e;86.8;e;93.5;e;100.0;e;39.0;e
;;;December;86.8;e;84.0;e;86.8;e;84.0;e;100.0;e;39.0;e
;;2015;January;87.3;e;84.8;e;87.3;e;84.8;e;100.0;e;38.9;e
;;;February;87.3;e;84.8;e;87.3;e;84.8;e;100.0;e;38.9;e
;;;March;87.8;e;85.2;e;87.8;e;85.2;e;100.0;e;38.9;e
;;;April;87.9;e;85.3;e;87.9;e;85.3;e;100.0;e;38.9;e
;;;May;87.9;e;85.3;e;87.9;e;85.3;e;100.0;e;38.9;e
;;;June;88.0;e;108.3;e;88.0;e;108.3;e;100.0;e;38.9;e
;;;July;88.0;e;85.4;e;88.0;e;85.4;e;100.0;e;38.9;e
;;;August;88.0;e;85.5;e;88.0;e;85.5;e;100.0;e;38.9;e
;;;September;88.0;e;85.4;e;88.0;e;85.4;e;100.0;e;38.9;e
;;;October;88.0;e;85.6;e;88.0;e;85.6;e;100.0;e;38.9;e
;;;November;88.0;e;94.9;e;88.0;e;94.9;e;100.0;e;38.9;e
;;;December;88.0;e;87.0;e;88.0;e;87.0;e;100.0;e;38.9;e
;;2016;January;89.9;e;87.1;e;89.9;e;87.1;e;100.0;e;38.9;e
;;;February;89.9;e;87.2;e;89.9;e;87.2;e;100.0;e;38.9;e
;;;March;89.9;e;87.2;e;89.9;e;87.2;e;100.0;e;38.9;e
;;;April;90.3;e;87.6;e;90.3;e;87.6;e;100.0;e;38.9;e
;;;May;90.3;e;87.7;e;90.3;e;87.7;e;100.0;e;38.9;e
;;;June;90.4;e;110.6;e;90.4;e;110.6;e;100.0;e;38.9;e
;;;July;90.4;e;87.8;e;90.4;e;87.8;e;100.0;e;38.9;e
;;;August;90.5;e;88.0;e;90.5;e;88.0;e;100.0;e;38.9;e
;;;September;90.6;e;88.1;e;90.6;e;88.1;e;100.0;e;38.9;e
;;;October;90.6;e;87.8;e;90.6;e;87.8;e;100.0;e;38.9;e
;;;November;90.6;e;97.5;e;90.6;e;97.5;e;100.0;e;38.9;e
;;;December;90.6;e;89.4;e;90.6;e;89.4;e;100.0;e;38.9;e
;;2017;January;92.0;e;89.3;e;92.0;e;89.3;e;100.0;e;38.9;e
;;;February;92.1;e;89.3;e;92.1;e;89.3;e;100.0;e;38.9;e
;;;March;92.1;e;89.3;e;92.1;e;89.3;e;100.0;e;38.9;e
;;;April;92.4;e;89.7;e;92.4;e;89.7;e;100.0;e;38.9;e
;;;May;92.4;e;89.7;e;92.4;e;89.7;e;100.0;e;38.9;e
;;;June;92.4;e;112.5;e;92.4;e;112.5;e;100.0;e;38.9;e
;;;July;92.4;e;89.8;e;92.4;e;89.8;e;100.0;e;38.9;e
;;;August;92.5;e;89.8;e;92.5;e;89.8;e;100.0;e;38.9;e
;;;September;92.5;e;89.8;e;92.5;e;89.8;e;100.0;e;38.9;e
;;;October;92.5;e;89.8;e;92.5;e;89.8;e;100.0;e;38.9;e
;;;November;92.5;e;99.6;e;92.5;e;99.6;e;100.0;e;38.9;e
;;;December;92.5;e;91.3;e;92.5;e;91.3;e;100.0;e;38.9;e
;;2018;January;94.8;e;93.0;e;94.8;e;93.0;e;100.0;e;38.9;e
;;;February;94.8;e;92.0;e;94.8;e;92.0;e;100.0;e;38.9;e
;;;March;94.8;e;92.0;e;94.8;e;92.0;e;100.0;e;38.9;e
;;;April;94.8;e;92.1;e;94.8;e;92.1;e;100.0;e;38.9;e
;;;May;94.9;e;92.1;e;94.9;e;92.1;e;100.0;e;38.9;e
;;;June;95.0;e;115.3;e;95.0;e;115.3;e;100.0;e;38.9;e
;;;July;95.0;e;92.2;e;95.0;e;92.2;e;100.0;e;38.9;e
;;;August;95.1;e;92.5;e;95.1;e;92.5;e;100.0;e;38.9;e
;;;September;95.1;e;92.6;e;95.1;e;92.6;e;100.0;e;38.9;e
;;;October;95.4;e;92.7;e;95.4;e;92.7;e;100.0;e;38.9;e
;;;November;95.5;e;102.6;e;95.5;e;102.6;e;100.0;e;38.9;e
;;;December;95.5;e;94.4;e;95.5;e;94.4;e;100.0;e;38.9;e
;;2019;January;97.2;e;94.3;e;97.2;e;94.3;e;100.0;e;38.9;e
;;;February;97.2;e;94.3;e;97.2;e;94.3;e;100.0;e;38.9;e
;;;March;97.2;e;94.4;e;97.2;e;94.4;e;100.0;e;38.9;e
;;;April;97.4;e;94.4;e;97.4;e;94.4;e;100.0;e;38.9;e
;;;May;97.4;e;94.4;e;97.4;e;94.4;e;100.0;e;38.9;e
;;;June;97.5;e;118.1;e;97.5;e;118.1;e;100.0;e;38.9;e
;;;July;97.5;e;94.9;e;97.5;e;94.9;e;100.0;e;38.9;e
;;;August;97.5;e;94.5;e;97.5;e;94.5;e;100.0;e;38.9;e
;;;September;98.0;e;95.6;e;98.0;e;95.6;e;100.0;e;38.9;e
;;;October;98.0;e;95.1;e;98.0;e;95.1;e;100.0;e;38.9;e
;;;November;98.0;e;105.5;e;98.0;e;105.4;e;100.0;e;38.9;e
;;;December;98.0;e;96.6;e;98.0;e;96.6;e;100.0;e;38.9;e
;;2020;January;99.8;e;96.5;e;99.8;e;96.5;e;100.0;e;39.0;e
;;;February;99.8;e;96.5;e;99.8;e;96.5;e;100.0;e;39.0;e
;;;March;99.8;e;96.5;e;99.8;e;96.5;e;100.0;e;39.0;e
;;;April;99.8;e;96.5;e;99.8;e;96.5;e;100.0;e;39.0;e
;;;May;99.8;e;96.7;e;99.8;e;96.7;e;100.0;e;39.0;e
;;;June;99.9;e;126.5;e;99.9;e;126.5;e;100.0;e;39.0;e
;;;July;100.2;e;96.8;e;100.2;e;96.8;e;100.0;e;39.0;e
;;;August;100.2;e;96.8;e;100.2;e;96.8;e;100.0;e;39.0;e
;;;September;100.2;e;96.8;e;100.2;e;96.8;e;100.0;e;39.0;e
;;;October;100.2;e;97.3;e;100.2;e;97.3;e;100.0;e;39.0;e
;;;November;100.2;e;104.5;e;100.2;e;104.5;e;100.0;e;39.0;e
;;;December;100.3;e;98.5;e;100.3;e;98.5;e;100.0;e;39.0;e
;;2021;January;102.4;e;99.1;e;102.4;e;99.1;e;100.0;e;39.0;e
;;;February;102.4;e;99.1;e;102.4;e;99.1;e;100.0;e;39.0;e
;;;March;102.5;e;99.1;e;102.5;e;99.1;e;100.0;e;39.0;e
;;;April;102.5;e;99.1;e;102.5;e;99.1;e;100.0;e;39.0;e
;;;May;102.5;e;99.3;e;102.5;e;99.3;e;100.0;e;39.0;e
;;;June;102.5;e;129.8;e;102.5;e;129.8;e;100.0;e;39.0;e
;;;July;102.8;e;99.4;e;102.8;e;99.4;e;100.0;e;39.0;e
;;;August;102.9;e;99.5;e;102.9;e;99.5;e;100.0;e;39.0;e
;;;September;102.9;e;99.4;e;102.9;e;99.4;e;100.0;e;39.0;e
;;;October;103.1;e;100.4;e;103.1;e;100.4;e;100.0;e;39.0;e
;;;November;103.2;e;107.7;e;103.2;e;107.7;e;100.0;e;39.0;e
;;;December;103.2;e;101.1;e;103.2;e;101.1;e;100.0;e;39.0;e
;;2022;January;105.8;e;102.3;e;105.8;e;102.3;e;100.0;e;39.0;e
;;;February;105.9;e;102.5;e;105.8;e;102.5;e;100.0;e;39.0;e
;;;March;105.9;e;102.9;e;105.9;e;102.9;e;100.0;e;39.0;e
;;;April;106.0;e;102.5;e;106.0;e;102.5;e;100.0;e;39.0;e
;;;May;106.0;e;102.8;e;106.0;e;102.8;e;100.0;e;39.0;e
;;;June;106.1;e;134.0;e;106.1;e;134.0;e;100.0;e;39.0;e
;;;July;106.4;e;102.8;e;106.4;e;102.8;e;100.0;e;39.0;e
;;;August;106.4;e;102.8;e;106.4;e;102.8;e;100.0;e;39.0;e
;;;September;106.4;e;102.9;e;106.4;e;102.9;e;100.0;e;39.0;e
;;;October;115.4;e;112.0;e;115.4;e;111.9;e;100.0;e;39.0;e
;;;November;115.5;e;119.9;e;115.5;e;119.9;e;100.0;e;39.0;e
;;;December;115.5;e;112.6;e;115.5;e;112.6;e;100.0;e;39.0;e
;;2023;January;115.6;e;111.8;e;115.6;e;111.8;e;100.0;e;39.0;e
;;;February;115.6;e;112.0;e;115.6;e;112.0;e;100.0;e;39.0;e
;;;March;115.7;e;111.8;e;115.6;e;111.8;e;100.0;e;39.0;e
;;;April;115.7;e;111.9;e;115.7;e;111.9;e;100.0;e;39.0;e
;;;May;115.8;e;112.2;e;115.8;e;112.2;e;100.0;e;39.0;e
;;;June;115.8;e;147.5;e;115.8;e;147.5;e;100.0;e;39.0;e
;;;July;115.8;e;112.4;e;115.8;e;112.4;e;100.0;e;39.0;e
;;;August;116.4;e;113.4;e;116.4;e;113.4;e;100.0;e;39.0;e
;;;September;116.4;e;112.9;e;116.4;e;112.9;e;100.0;e;39.0;e
;;;October;116.5;e;115.7;e;116.5;e;115.7;e;100.0;e;39.0;e
;;;November;116.5;e;121.2;e;116.5;e;121.2;e;100.0;e;39.0;e
;;;December;116.7;e;114.0;e;116.7;e;114.0;e;100.0;e;39.0;e
;;2024;January;119.8;e;116.2;e;119.8;e;116.2;e;100.0;e;39.0;e
;;;February;119.9;e;116.2;e;119.9;e;116.2;e;100.0;e;39.0;e
;;;March;120.4;e;116.9;e;120.4;e;116.9;e;100.0;e;39.0;e
;;;April;120.4;e;116.7;e;120.4;e;116.7;e;100.0;e;39.0;e
;;;May;120.5;e;116.9;e;120.5;e;116.8;e;100.0;e;39.0;e
;;;June;120.5;e;151.9;e;120.5;e;151.9;e;100.0;e;39.0;e
;;;July;121.0;e;117.0;e;121.0;e;117.0;e;100.0;e;39.0;e
;;;August;121.1;e;117.4;e;121.1;e;117.4;e;100.0;e;39.0;e
;;;September;121.1;e;117.3;e;121.1;e;117.3;e;100.0;e;39.0;e
;;;October;121.2;e;118.4;e;121.2;e;118.4;e;100.0;e;39.0;e
;;;November;121.3;e;126.4;e;121.3;e;126.4;e;100.0;e;39.0;e
;;;December;...;;...;;...;;...;;...;;...;
WZ08-82;Office admin.,support, other business support act.;2010;January;78.1;e;73.0;e;78.3;e;73.2;e;100.0;e;37.6;e
;;;February;78.1;e;72.3;e;78.3;e;72.4;e;100.0;e;37.6;e
;;;March;78.1;e;72.4;e;78.3;e;72.4;e;100.0;e;37.6;e
;;;April;78.1;e;72.4;e;78.3;e;72.4;e;100.0;e;37.6;e
;;;May;78.1;e;75.0;e;78.3;e;74.9;e;100.0;e;37.6;e
;;;June;78.3;e;85.0;e;78.4;e;84.4;e;100.0;e;37.6;e
;;;July;78.3;e;72.4;e;78.4;e;72.5;e;100.0;e;37.6;e
;;;August;78.3;e;72.4;e;78.4;e;72.5;e;100.0;e;37.6;e
;;;September;78.3;e;72.4;e;78.4;e;72.5;e;100.0;e;37.6;e
;;;October;78.3;e;72.4;e;78.4;e;72.5;e;100.0;e;37.6;e
;;;November;78.3;e;112.9;e;78.4;e;113.2;e;100.0;e;37.6;e
;;;December;78.3;e;74.9;e;78.4;e;75.1;e;100.0;e;37.6;e
;;2011;January;78.6;e;73.8;e;78.8;e;74.0;e;100.0;e;37.6;e
;;;February;78.6;e;72.8;e;78.8;e;73.0;e;100.0;e;37.6;e
;;;March;78.6;e;72.8;e;78.8;e;73.0;e;100.0;e;37.6;e
;;;April;79.7;e;73.7;e;79.9;e;73.9;e;100.0;e;37.6;e
;;;May;79.7;e;74.2;e;79.9;e;74.3;e;100.0;e;37.6;e
;;;June;79.7;e;91.5;e;79.9;e;91.2;e;100.0;e;37.6;e
;;;July;79.9;e;75.0;e;80.1;e;75.3;e;100.0;e;37.6;e
;;;August;80.0;e;74.1;e;80.1;e;74.1;e;100.0;e;37.6;e
;;;September;80.0;e;74.1;e;80.1;e;74.1;e;100.0;e;37.6;e
;;;October;80.0;e;75.0;e;80.1;e;75.2;e;100.0;e;37.6;e
;;;November;80.0;e;117.7;e;80.1;e;118.4;e;100.0;e;37.6;e
;;;December;80.0;e;76.6;e;80.1;e;76.7;e;100.0;e;37.6;e
;;2012;January;80.3;e;74.2;e;80.5;e;74.4;e;100.0;e;37.6;e
;;;February;80.3;e;74.2;e;80.5;e;74.4;e;100.0;e;37.6;e
;;;March;81.1;e;75.1;e;81.3;e;75.3;e;100.0;e;37.6;e
;;;April;81.1;e;75.1;e;81.3;e;75.3;e;100.0;e;37.6;e
;;;May;82.6;e;76.9;e;82.7;e;77.1;e;100.0;e;37.6;e
;;;June;82.6;e;94.8;e;82.7;e;94.5;e;100.0;e;37.6;e
;;;July;82.7;e;76.6;e;82.8;e;76.6;e;100.0;e;37.6;e
;;;August;82.7;e;76.6;e;82.8;e;76.6;e;100.0;e;37.6;e
;;;September;82.7;e;76.6;e;82.8;e;76.6;e;100.0;e;37.6;e
;;;October;82.7;e;77.7;e;82.8;e;77.9;e;100.0;e;37.6;e
;;;November;82.7;e;121.8;e;82.8;e;122.3;e;100.0;e;37.6;e
;;;December;82.7;e;79.1;e;82.8;e;79.3;e;100.0;e;37.6;e
;;2013;January;83.3;e;77.1;e;83.5;e;77.2;e;100.0;e;37.6;e
;;;February;83.3;e;77.1;e;83.5;e;77.2;e;100.0;e;37.6;e
;;;March;83.3;e;77.1;e;83.5;e;77.2;e;100.0;e;37.6;e
;;;April;83.3;e;77.1;e;83.5;e;77.2;e;100.0;e;37.6;e
;;;May;83.5;e;77.2;e;83.6;e;77.3;e;100.0;e;37.6;e
;;;June;83.6;e;96.0;e;83.7;e;95.8;e;100.0;e;37.6;e
;;;July;84.5;e;78.3;e;84.6;e;78.3;e;100.0;e;37.6;e
;;;August;85.1;e;78.8;e;85.2;e;78.8;e;100.0;e;37.6;e
;;;September;85.1;e;79.0;e;85.2;e;79.1;e;100.0;e;37.6;e
;;;October;85.3;e;79.4;e;85.3;e;79.5;e;100.0;e;37.6;e
;;;November;85.3;e;125.5;e;85.3;e;126.1;e;100.0;e;37.6;e
;;;December;85.3;e;81.5;e;85.3;e;81.7;e;100.0;e;37.6;e
;;2014;January;85.4;e;79.0;e;85.5;e;79.1;e;100.0;e;37.6;e
;;;February;85.4;e;79.0;e;85.5;e;79.1;e;100.0;e;37.6;e
;;;March;85.4;e;79.0;e;85.5;e;79.1;e;100.0;e;37.6;e
;;;April;85.5;e;79.1;e;85.6;e;79.2;e;100.0;e;37.6;e
;;;May;86.2;e;79.8;e;86.3;e;79.9;e;100.0;e;37.6;e
;;;June;86.5;e;98.9;e;86.6;e;98.6;e;100.0;e;37.6;e
;;;July;87.0;e;82.7;e;87.1;e;82.8;e;100.0;e;37.6;e
;;;August;87.3;e;81.9;e;87.5;e;82.0;e;100.0;e;37.6;e
;;;September;87.3;e;80.7;e;87.5;e;80.9;e;100.0;e;37.6;e
;;;October;87.3;e;81.5;e;87.5;e;81.6;e;100.0;e;37.6;e
;;;November;87.3;e;128.8;e;87.5;e;129.4;e;100.0;e;37.6;e
;;;December;87.3;e;83.6;e;87.5;e;83.7;e;100.0;e;37.6;e
;;2015;January;87.9;e;81.6;e;88.0;e;81.7;e;100.0;e;37.7;e
;;;February;88.0;e;81.5;e;88.1;e;81.6;e;100.0;e;37.7;e
;;;March;88.4;e;82.4;e;88.5;e;82.5;e;100.0;e;37.7;e
;;;April;89.4;e;82.9;e;89.4;e;82.9;e;100.0;e;37.7;e
;;;May;89.5;e;82.9;e;89.5;e;83.0;e;100.0;e;37.7;e
;;;June;89.5;e;100.4;e;89.6;e;100.4;e;100.0;e;37.7;e
;;;July;89.7;e;83.6;e;89.8;e;83.6;e;100.0;e;37.7;e
;;;August;89.8;e;83.3;e;89.9;e;83.4;e;100.0;e;37.7;e
;;;September;89.9;e;83.7;e;90.0;e;83.8;e;100.0;e;37.7;e
;;;October;89.9;e;84.4;e;90.0;e;84.4;e;100.0;e;37.7;e
;;;November;90.1;e;134.8;e;90.2;e;134.9;e;100.0;e;37.7;e
;;;December;90.1;e;84.4;e;90.2;e;84.4;e;100.0;e;37.7;e
;;2016;January;90.2;e;83.7;e;90.3;e;83.7;e;100.0;e;37.7;e
;;;February;90.3;e;83.8;e;90.3;e;83.9;e;100.0;e;37.7;e
;;;March;90.3;e;83.7;e;90.4;e;83.7;e;100.0;e;37.7;e
;;;April;90.4;e;84.2;e;90.5;e;84.3;e;100.0;e;37.7;e
;;;May;90.6;e;84.0;e;90.7;e;84.1;e;100.0;e;37.7;e
;;;June;90.8;e;103.8;e;90.9;e;103.9;e;100.0;e;37.7;e
;;;July;91.2;e;85.3;e;91.3;e;85.4;e;100.0;e;37.7;e
;;;August;91.7;e;86.7;e;91.8;e;86.8;e;100.0;e;37.7;e
;;;September;91.8;e;85.3;e;91.9;e;85.3;e;100.0;e;37.7;e
;;;October;92.0;e;85.5;e;92.0;e;85.6;e;100.0;e;37.7;e
;;;November;92.0;e;137.7;e;92.0;e;137.9;e;100.0;e;37.7;e
;;;December;92.1;e;88.1;e;92.2;e;88.2;e;100.0;e;37.7;e
;;2017;January;92.4;e;85.7;e;92.5;e;85.8;e;100.0;e;37.7;e
;;;February;92.8;e;86.0;e;92.8;e;86.0;e;100.0;e;37.7;e
;;;March;92.9;e;86.1;e;93.0;e;86.2;e;100.0;e;37.7;e
;;;April;93.4;e;87.3;e;93.5;e;87.4;e;100.0;e;37.7;e
;;;May;93.5;e;86.6;e;93.6;e;86.7;e;100.0;e;37.7;e
;;;June;93.5;e;106.8;e;93.6;e;106.9;e;100.0;e;37.7;e
;;;July;93.6;e;87.0;e;93.6;e;87.1;e;100.0;e;37.7;e
;;;August;93.7;e;86.8;e;93.7;e;86.8;e;100.0;e;37.7;e
;;;September;93.7;e;86.9;e;93.8;e;87.0;e;100.0;e;37.7;e
;;;October;93.8;e;86.9;e;93.9;e;87.0;e;100.0;e;37.7;e
;;;November;93.9;e;140.1;e;94.0;e;140.2;e;100.0;e;37.7;e
;;;December;93.9;e;87.2;e;94.0;e;87.3;e;100.0;e;37.7;e
;;2018;January;94.3;e;88.5;e;94.4;e;88.6;e;100.0;e;37.7;e
;;;February;94.3;e;87.4;e;94.4;e;87.5;e;100.0;e;37.7;e
;;;March;94.5;e;88.0;e;94.5;e;88.1;e;100.0;e;37.7;e
;;;April;95.4;e;88.8;e;95.5;e;88.9;e;100.0;e;37.7;e
;;;May;95.6;e;88.6;e;95.7;e;88.7;e;100.0;e;37.7;e
;;;June;95.8;e;110.1;e;95.9;e;110.2;e;100.0;e;37.7;e
;;;July;95.8;e;89.2;e;95.9;e;89.2;e;100.0;e;37.7;e
;;;August;96.3;e;91.5;e;96.4;e;91.6;e;100.0;e;37.7;e
;;;September;96.3;e;89.5;e;96.4;e;89.6;e;100.0;e;37.7;e
;;;October;96.5;e;89.9;e;96.6;e;90.0;e;100.0;e;37.7;e
;;;November;96.6;e;144.2;e;96.7;e;144.4;e;100.0;e;37.7;e
;;;December;96.9;e;90.3;e;97.0;e;90.4;e;100.0;e;37.7;e
;;2019;January;97.1;e;90.1;e;97.1;e;90.1;e;100.0;e;37.6;e
;;;February;97.1;e;90.7;e;97.1;e;90.8;e;100.0;e;37.6;e
;;;March;97.1;e;90.1;e;97.1;e;90.0;e;100.0;e;37.6;e
;;;April;98.1;e;91.1;e;98.1;e;91.1;e;100.0;e;37.6;e
;;;May;98.1;e;90.9;e;98.1;e;90.9;e;100.0;e;37.6;e
;;;June;98.2;e;113.7;e;98.3;e;113.7;e;100.0;e;37.6;e
;;;July;98.3;e;96.7;e;98.3;e;96.7;e;100.0;e;37.6;e
;;;August;98.5;e;91.5;e;98.6;e;91.6;e;100.0;e;37.6;e
;;;September;98.7;e;91.7;e;98.7;e;91.7;e;100.0;e;37.6;e
;;;October;98.7;e;91.5;e;98.7;e;91.5;e;100.0;e;37.6;e
;;;November;98.8;e;147.0;e;98.8;e;147.0;e;100.0;e;37.6;e
;;;December;98.8;e;92.0;e;98.8;e;92.0;e;100.0;e;37.6;e
;;2020;January;99.0;e;91.6;e;99.0;e;91.6;e;100.0;e;37.9;e
;;;February;99.2;e;93.1;e;99.2;e;93.1;e;100.0;e;37.9;e
;;;March;99.6;e;92.1;e;99.6;e;92.1;e;100.0;e;37.9;e
;;;April;99.9;e;92.9;e;99.9;e;92.9;e;100.0;e;37.9;e
;;;May;99.9;e;92.5;e;99.9;e;92.5;e;100.0;e;37.9;e
;;;June;100.0;e;114.9;e;100.0;e;114.9;e;100.0;e;37.9;e
;;;July;100.2;e;97.5;e;100.2;e;97.5;e;100.0;e;37.9;e
;;;August;100.4;e;93.5;e;100.4;e;93.5;e;100.0;e;37.9;e
;;;September;100.4;e;92.9;e;100.4;e;92.9;e;100.0;e;37.9;e
;;;October;100.4;e;93.0;e;100.4;e;93.0;e;100.0;e;37.9;e
;;;November;100.5;e;142.4;e;100.5;e;142.4;e;100.0;e;37.9;e
;;;December;100.5;e;103.5;e;100.5;e;103.5;e;100.0;e;37.9;e
;;2021;January;100.7;e;93.2;e;100.7;e;93.2;e;100.0;e;37.9;e
;;;February;100.8;e;93.4;e;100.8;e;93.4;e;100.0;e;37.9;e
;;;March;100.9;e;93.8;e;100.9;e;93.8;e;100.0;e;37.9;e
;;;April;101.4;e;93.8;e;101.4;e;93.8;e;100.0;e;37.9;e
;;;May;101.4;e;93.8;e;101.4;e;93.8;e;100.0;e;37.9;e
;;;June;101.6;e;118.2;e;101.6;e;118.2;e;100.0;e;37.9;e
;;;July;102.0;e;98.3;e;102.0;e;98.3;e;100.0;e;37.9;e
;;;August;102.2;e;95.5;e;102.2;e;95.5;e;100.0;e;37.9;e
;;;September;102.2;e;94.6;e;102.2;e;94.6;e;100.0;e;37.9;e
;;;October;102.2;e;95.6;e;102.2;e;95.6;e;100.0;e;37.9;e
;;;November;102.2;e;144.7;e;102.2;e;144.7;e;100.0;e;37.9;e
;;;December;102.4;e;104.5;e;102.4;e;104.5;e;100.0;e;37.9;e
;;2022;January;102.7;e;96.0;e;102.7;e;96.0;e;100.0;e;37.9;e
;;;February;103.1;e;98.0;e;103.1;e;98.0;e;100.0;e;37.9;e
;;;March;102.8;e;96.0;e;102.8;e;96.0;e;100.0;e;37.9;e
;;;April;103.4;e;95.7;e;103.4;e;95.7;e;100.0;e;37.9;e
;;;May;103.5;e;96.8;e;103.5;e;96.8;e;100.0;e;37.9;e
;;;June;103.6;e;118.5;e;103.6;e;118.5;e;100.0;e;37.9;e
;;;July;103.7;e;100.8;e;103.7;e;100.8;e;100.0;e;37.9;e
;;;August;103.8;e;96.7;e;103.8;e;96.7;e;100.0;e;37.9;e
;;;September;104.0;e;96.2;e;104.0;e;96.2;e;100.0;e;37.9;e
;;;October;104.7;e;96.9;e;104.7;e;96.9;e;100.0;e;37.9;e
;;;November;104.8;e;148.4;e;104.8;e;148.4;e;100.0;e;37.9;e
;;;December;104.8;e;105.6;e;104.8;e;105.6;e;100.0;e;37.9;e
;;2023;January;104.8;e;99.4;e;104.8;e;99.4;e;100.0;e;37.9;e
;;;February;105.0;e;102.3;e;105.0;e;102.3;e;100.0;e;37.9;e
;;;March;105.0;e;99.0;e;105.0;e;99.0;e;100.0;e;37.9;e
;;;April;105.2;e;97.7;e;105.2;e;97.7;e;100.0;e;37.9;e
;;;May;105.2;e;99.3;e;105.2;e;99.3;e;100.0;e;37.9;e
;;;June;106.6;e;128.2;e;106.6;e;128.2;e;100.0;e;37.9;e
;;;July;106.6;e;105.2;e;106.6;e;105.2;e;100.0;e;37.9;e
;;;August;106.7;e;100.4;e;106.7;e;100.4;e;100.0;e;37.9;e
;;;September;106.9;e;100.0;e;106.9;e;100.0;e;100.0;e;37.9;e
;;;October;107.0;e;104.0;e;107.0;e;104.0;e;100.0;e;37.9;e
